comment,upcount,usr_name,headurl,timepoint
美岐冲啊,31,'椀楸.Ⅸ,http://thirdqq.qlogo.cn/g?b=oidb&k=fy9ccaDPqZeEuwNsmlNnpw&s=40,39
我王泽钦希望王菊与我一起玩羞羞,13,尼古拉斯康帝,http://thirdqq.qlogo.cn/g?b=oidb&k=ic74WOOmsYxVGibGkO8Ayplw&s=40,44
许靖韵是第一个我有冲动为他花钱的选手,1,小卷Bonnie,http://thirdqq.qlogo.cn/g?b=oidb&k=kyUISQKISI3wb4nLYdKM2Q&s=40,38
杨超越，这么多期了不努力一点进步都没有就凭脸在前位,10,负号©️   🅥,,57
韬韬！！！姐姐来了！！！！,1,Echo,http://thirdqq.qlogo.cn/g?b=oidb&k=IUz1icsXwTliaP4YsOcPUqNA&s=40,36
陈意涵   陈意涵,5,乄董磊乄,http://thirdqq.qlogo.cn/g?b=oidb&k=cv1dTyn7JOwdYYaFM0ibZqg&s=40,58
傅菁啊啊啊爱你啊傅菁傅菁傅菁,12,iNIisland,http://thirdqq.qlogo.cn/g?b=oidb&k=KXIC2nEnNYoo25uic9aG1Sg&s=40,53
ycy真的很水,7,等风来.,http://thirdqq.qlogo.cn/g?b=oidb&k=3Cj2W0ffic4NteiarlW7OPAA&s=40,39
什么呀？要点赞的人都已经显示离开了,4,如沐春风,http://thirdwx.qlogo.cn/mmopen/vi_32/qnw1HAIIiaxicBWl67skBsSIL4j99gkTmwTSadYN3xWZYwibBMw5QWUOvc1VibjrULsLYsNOZNtqlf8RicaRddrYMBw/132,57
黄老板，你要看几百遍啊，象牙塔摇起来,2,超级肥鸭,,57
打卡打卡打卡！！！！,2,孤存,http://thirdqq.qlogo.cn/g?b=oidb&k=tIPH0NHcqWSMUVsxNUz1Ww&s=40,47
吴芊盈吴芊盈吴芊盈芊芊盈芊盈芊盈吴芊盈加油加油加...,10,,,41
付菁挺厉害的，可是排名为什么靠后了,5,拥毁她！,http://thirdqq.qlogo.cn/g?b=oidb&k=LPnou8bIrbYXR2ZbBhj90w&s=40,41
菊麟菊麟菊麟菊麟菊麟菊麟菊麟菊麟,6,忆欣殇,http://thirdqq.qlogo.cn/g?b=oidb&k=1huFrfZttxoDZXXicXW3SjA&s=40,41
豆子豆子豆子！,1,pineapple🍍,http://thirdqq.qlogo.cn/g?b=oidb&k=zZYcFhNBr4KiabNkpjGHy3w&s=40,42
王菊加油！！！！！！！,6,初见.,http://thirdqq.qlogo.cn/g?b=oidb&k=cMuQLZibZLwuvuMsnanRa3w&s=40,54
超越终将为王,9,小呆逼,http://thirdqq.qlogo.cn/g?b=oidb&k=nXlBY64RnmbP7qFEPwsS6g&s=40,53
肉一刘人语我爱你啊啊啊啊啊啊,1,为刘人语疯狂打call,http://thirdqq.qlogo.cn/g?b=oidb&k=a0tlovxDszLOPjUDNog36A&s=40,41
喜欢杨超越,5,……,http://thirdqq.qlogo.cn/g?b=oidb&k=DkyP52ZSJtGsMhTMOtpib9g&s=40,47
好期待这期啊,155,北方的牵挂,http://thirdqq.qlogo.cn/g?b=oidb&k=rib78OiauoRnwkLiaPN5VHjtg&s=40,65
刚刚更新？,89,圣泉旒灵,http://thirdqq.qlogo.cn/g?b=oidb&k=oQ2aLgsMzHqDuJLxbgMSlw&s=40,61
山支大哥我来了,183,笙儿.,http://thirdwx.qlogo.cn/mmopen/vi_32/DYAIOgq83eriau3CyL3yIjGmoDwXefeLbZ268BxvShxSNPxQibMA0rTJq4FibhNhteBvp0icweKgAh1Imwz5smqV1A/132,81
美岐！！！！！！！,37,自由,http://thirdqq.qlogo.cn/g?b=oidb&k=JJpzyzacLibW2Fv1Fs5bHSQ&s=40,79
空降成功,71,Try、年华,http://thirdqq.qlogo.cn/g?b=oidb&k=icwPbJI9MFW7VCCgcYdlywA&s=40,85
居然提前了,125,Marron。✧,,69
杨超越我们来啦,251,同乐同乐,,65
有人吗,56,顾一,http://thirdqq.qlogo.cn/g?b=oidb&k=m3frHQv7QhvCRfgwRySSMA&s=40,60
丫丫我爱你,97,顾一,,77
迪迪,27,陨星,,66
吕小雨,107,不忘初心,,62
如果你可以看到我的话,103,顾一,,87
支持小樱,28,❤琦👀,,69
刘人语刘人语刘人语,196,乐不乐,,68
超越超越,191,觞💗BETRAY,,65
鬼王来了,67,公子世无双,,89
大哥你什么时候娶我,179,你的小草莓,http://thirdqq.qlogo.cn/g?b=oidb&k=JsvJjuzArqMWVn8UMsTGmg&s=40,66
南瓜，我来啦,128,프라이팬,http://thirdqq.qlogo.cn/g?b=oidb&k=GfKepSjn6HbiczoZCYFXJwQ&s=40,63
完了，现在都知道早更新了,86,施与.,,78
我喜欢李子璇,117,今天的我,,66
人美歌甜段奥娟,40,  ＪN╮  我☆和★我,http://thirdqq.qlogo.cn/g?b=oidb&k=0GVDE8iaTaiaiaqLUtwuaYDNw&s=40,87
哈哈哈哈哈哈哈哈,77,隔壁家老王,http://thirdqq.qlogo.cn/g?b=oidb&k=oPiaQ7OyAicqJibAENxB6xSXQ&s=40,86
所以美岐搬你宿舍来住了呀 哈哈哈,165,躲马马,,82
段总段总,47,張興洋,,61
好早啊真好,47,♚,,81
海浪来了,98,zhizhi,http://thirdqq.qlogo.cn/g?b=oidb&k=5qgZoepvCcibPfxpiaKsXydw&s=40,63
王下七武海，yamy就是拽。,149,早纪Kung,http://thirdwx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTJqFB2zPrUf2Vjqiax7p00ObAjR7eKdfJyoKkyho0w2HbQLCia6ibIZMuzZibvt9URfpK2c1OT7JQf6Yw/132,73
sunnee,162,╰幼稚、充斥了整个青春,http://thirdqq.qlogo.cn/g?b=oidb&k=VaYOpnYYsRn1hMdgqWRs6w&s=40,64
第一个啊,15,珂江,,79
nee nee～好乖 盘腿坐垫子上,149,阿瑩😏,,84
菊姐菊姐,104,🌚 五仁君🌚,,71
王下七武海 yamy就是拽,134,创作者.柒染,,76
人语人语,127,TUTUER,,66
不知道你们为什么喜欢杨超越,100,胭脂泪留人醉￡,http://thirdqq.qlogo.cn/g?b=oidb&k=ZOj3E7jEJ9W3E2CDjXH0nw&s=40,83
段总,69,💖,,65
百变嘀嗒强东玥，菠萝不变永相随,51,瑒か,http://thirdqq.qlogo.cn/g?b=oidb&k=W2F6Q5ibAZhgW6Lt9n0n4Ig&s=40,69
韬韬我来了,77,桃韬,http://thirdqq.qlogo.cn/g?b=oidb&k=WYeJbA47ia2u8wQcVKo5CbA&s=40,83
菠萝们在哪里菠萝们在哪里菠萝们在哪里,18,对你的爱21克,,84
段总段总段总,83,Mr.穆,http://thirdqq.qlogo.cn/g?b=oidb&k=mheEVOUzWqGCFbNxo7R1hw&s=40,62
宣仪宣仪,9,💫星辰,http://thirdqq.qlogo.cn/g?b=oidb&k=Sicsnzic3C0ulIjkt4ubpPfg&s=40,76
表白宣仪,115,り咒歌づ,http://thirdqq.qlogo.cn/g?b=oidb&k=NN3EMn96JnKU6lw0K30Img&s=40,71
sunnee,126,🌜贼可爱🌛,,77
yamy加油,36,埋,http://thirdqq.qlogo.cn/g?b=oidb&k=u0QmtW9nOwf83avZB4icOVA&s=40,78
刘德熙是小三,30,羽毛,http://thirdqq.qlogo.cn/g?b=oidb&k=rZYJPpNaicNDOCMgos0Nm4g&s=40,83
陈芳雨唱歌好有魅力，就是那种节奏感超棒的,55,阿四,,86
为我们的百变歌姬段奥娟扎起！,97,,,68
小眼才勾魂 yamy最迷人  爱你。,146,AMor,,89
黄子韬,116,爱吃西瓜,,65
吴宣仪,116,摇摇猪,http://thirdqq.qlogo.cn/g?b=oidb&k=CgwApibaSyUqocqjsTIEtuA&s=40,67
王菊,23,🎂,http://thirdqq.qlogo.cn/g?b=oidb&k=kNL4fxFgfZC9F52Uf8VfDA&s=40,84
超越我来啦,106,🌸,,76
菊婶，雅米，朱天天，葛佳慧一定出道,74, 海螺&小威,,69
这一期是综艺吗,23,山支大哥的内人_,,88
加油超越和云晴,21,🌸                       jade swan,,89
鬼王yamy来了,131,嘢喵子😼,,88
爱就一个字 yamy有芝士,62,旧故,,89
杨芸晴我爱你,143,♛嘤嘤怪·多比,,62
宣仪啊,109,十二,,79
爱你😘美岐！！！妈妈爱你！！！,20,少女神探,http://thirdqq.qlogo.cn/g?b=oidb&k=1GKfZLzqQfC0C9RRUhcFxQ&s=40,89
我也爱你村花,48,桕叁,http://thirdqq.qlogo.cn/g?b=oidb&k=A3yGk80djya7dzia9zAib8cQ&s=40,66
yamy酱yamy酱 抨击我的小心脏,168,栗子,http://thirdqq.qlogo.cn/g?b=oidb&k=ccuQfwSjbSuxGG4jWNPECQ&s=40,72
吕小雨😊😊,16,天行九歌之不良人,,85
yamy好棒呀,141,旧故,,63
没有人的吗~,11,njxhfj,,75
吕小雨！！！,20,L.lawliet,,83
赖美云,79,花栗鼠小七,http://thirdqq.qlogo.cn/g?b=oidb&k=s2us2DC705ngG4uPAvPXxA&s=40,67
村花再不进步都成村姑了.还超越个毛？,98,690002120,,86
yamy像英雄一样去战斗吧，芝士们永相随,58,若风,http://thirdqq.qlogo.cn/g?b=oidb&k=sBQIzVm2NsriaEQFvxqgicQg&s=40,84
小七小七，赖美云,100,花栗鼠小七,http://thirdqq.qlogo.cn/g?b=oidb&k=s2us2DC705ngG4uPAvPXxA&s=40,75
yamy像个战士一样去战斗，芝士们永相随,79,+z29ix7ql,,88
黄子韬,30,素De绿色天堂,,85
紫宁紫宁紫宁紫宁紫宁紫宁,112,-眸光,http://thirdqq.qlogo.cn/g?b=oidb&k=D0OwKqftaW2gfR8HXlyypw&s=40,60
开心又能见到发起人啦,40,搞笑吃鸡,http://thirdqq.qlogo.cn/g?b=oidb&k=GjHLjPDdUfs3biciaNQsrqhg&s=40,61
第一个,65,爷空°゛,,63
村花，全村的希望,119,人生无常,,77
王下七武海，yamy就是拽,57,+z29ix7ql,,84
弹幕呢,12,ANQH,,78
赖美云赖美云赖小七,147,徐文杰,,60
给小雨点赞，小雨加油,87,何去何从,,71
为了紫宁,88,可乐比酒好喝,http://thirdqq.qlogo.cn/g?b=oidb&k=LicA2vPTf2P9Gq0ZbZicibrdQ&s=40,67
这么早意外啊,10,我就笑笑,,69
杨超越第一,24,故事里的小黄花,,75
表白东玥,30,D,,87
yamy像英雄一样去战斗吧，芝士们永相随,26,史迪迪,http://thirdqq.qlogo.cn/g?b=oidb&k=mQh9S3XFtrQHLQpfeY1iaug&s=40,83
yamy像个战士一样去战斗吧,108,533,http://thirdqq.qlogo.cn/g?b=oidb&k=YgIaFsibpws4IMicGDsicExNg&s=40,81
嘤嘤嘤 郭老师好帅啊,41,史迪迪,http://thirdqq.qlogo.cn/g?b=oidb&k=mQh9S3XFtrQHLQpfeY1iaug&s=40,86
孟美岐值得的,8,……,http://thirdqq.qlogo.cn/g?b=oidb&k=G05UnTKgfUFpQZC7hG2FEg&s=40,76
宣仪美岐！！！无敌无敌！！！！！！！！！！,38,风软,http://thirdqq.qlogo.cn/g?b=oidb&k=0m7eWu2IoYvjKkX5wF33cw&s=40,63
为菊骄傲，给菊投票，送菊出道,32,季静静,,81
高颖浠加油！,97,*  Marcus,http://thirdqq.qlogo.cn/g?b=oidb&k=vChPPP1gt0Z9feq3QQVlRg&s=40,80
村花加油,43,小白,http://thirdqq.qlogo.cn/g?b=oidb&k=eZlVbf5icNNqcibqCvHRrBqw&s=40,62
吃可爱长大的赖美云了解一下,40,邓霸霸,,67
超绝可爱赖美云,26,7,http://thirdqq.qlogo.cn/g?b=oidb&k=jjEXbLWOW56ORt8daM5YFA&s=40,61
黄子韬，我来啦！,32,寻觅,http://thirdqq.qlogo.cn/g?b=oidb&k=Aia6M9RptDN1XXmHd1CHlLw&s=40,75
孟美岐冲啊！！！！,37,吹吹风,http://thirdqq.qlogo.cn/g?b=oidb&k=Sbgia410P6eySxdJ6mvvIWw&s=40,85
啊啊啊啊yamy我爱你！！,20,随遇而安,,88
徐梦洁冲啊,12,晕了,,67
吴宣仪最好看，最牛，宣仪第一，c出道！！！,63,☞.啊哈哈,http://thirdqq.qlogo.cn/g?b=oidb&k=7Ke4iaXjRB3b5wmvYX1vMkQ&s=40,79
大娟唱Jessie J的《Domino》的表演简直炸裂!国际娟 !,41,♂潇湘剑客,http://thirdqq.qlogo.cn/g?b=oidb&k=Mu0HoPFcfZLas5OAS8BFRw&s=40,62
村花，我来看你了,76,阳义,http://thirdqq.qlogo.cn/g?b=oidb&k=yX5FmhmVVQP5Hic6RhTE1Gw&s=40,75
赖美云加油,69,xiiaoxue8989,http://thirdqq.qlogo.cn/g?b=oidb&k=qBOyc5Nqbc75ZvhyjP01kw&s=40,72
刘人语小妹妹了解一下,81,离开树的叶〃、,http://thirdqq.qlogo.cn/g?b=oidb&k=fakHDq89qnx254XibTT08IA&s=40,79
小樱！,35,我叫小冠,http://thirdqq.qlogo.cn/g?b=oidb&k=44orMeFfsuoSR98q2GNwFQ&s=40,74
为赖美云打电话！,27,Grass,http://thirdqq.qlogo.cn/g?b=oidb&k=7fdNiaGCbJc3DV2aiaxh7vPQ&s=40,68
上期没有黄子韬是最好看的,44,执酒高歌,,71
亚米这个造型，简直辣眼睛。。。。。,65,法号缺德,http://thirdqq.qlogo.cn/g?b=oidb&k=MFo3B793qxHLvP87VloUVA&s=40,87
第一,22,Lee,http://thirdqq.qlogo.cn/g?b=oidb&k=dicUWYawxqYF3XncucKxGlw&s=40,73
陶渊明在哪里！！！,102,GG,http://thirdqq.qlogo.cn/g?b=oidb&k=frQe1jJuGgQbBv8QRUPacw&s=40,61
高颖浠继续加油啊！！！,25,逆光,http://thirdwx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTLeWWgPKQpacc7md6PkHdGfTYwg0M6ibgE4mQck95gs34CYDupeQRcAicwlibP6mFyXdDkAYSVfd6n9A/132,60
罗怡恬小姐姐了解一下,33,美味WM🍉,http://thirdqq.qlogo.cn/g?b=oidb&k=NQgHppjf5FcPV4epJIb7vQ&s=40,64
村花你只需要负责美，至于排名交个我们,8,淺Sè时光,http://thirdwx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTKzbriccqBJoZ2iaiar8ysy5jKWdZZuDiaWlxdRWU7ypzo1JwicQG20IHKCwTibKSxQLTHJG7L5Zq1ibqeHw/132,64
跳过杨超越投了11位小姐姐，爽,2,。,http://thirdwx.qlogo.cn/mmopen/vi_32/Piahh9jBJhSdv9eWqntXVTjFQ1TqdZpYNjib2X7AgwUy5Pspr5FD46vf1ZxHVPtlGxuIibN6fJfno76LdOucz8Yhg/132,82
宣仪好美,3,故事开头很美☀,http://thirdqq.qlogo.cn/g?b=oidb&k=ia7SHuQR07H9ohjpXjBjniaQ&s=40,81
最爱刘人语了,8,W.J.D👑,http://thirdqq.qlogo.cn/g?b=oidb&k=TPudxJlicicphyabkyIDKZqQ&s=40,71
小姐姐   村民来报道 了,4,$～$,http://thirdqq.qlogo.cn/g?b=oidb&k=yLAhKROr6dvSl3yIUb3cbw&s=40,85
地狱空荡荡 王菊在土建,7,鹏,http://thirdwx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTJr6o9gBFZibdSxOdaNyF0pE3EoXeaicq7FQFicqzP9m1f1Gp2ibfbAtIKoqBBk1HNbegiaK0oNEOdW34Q/132,80
心照不宣，仪眼万年,2,心海,http://thirdqq.qlogo.cn/g?b=oidb&k=k5uoyJP8lKD52UkuibtJbxg&s=40,82
前面骂杨超越的。自己生活不幸福吗？,3,^O^,,68
村花一定要c位出道支持你,2,  H ,http://thirdqq.qlogo.cn/g?b=oidb&k=WJNnrlBB7Nyr2vlibW7GCSg&s=40,74
好舍不得啊，一下子走那么多,0,开心果,http://thirdqq.qlogo.cn/g?b=oidb&k=pxice8cBtODEpQOdYuZ9hww&s=40,88
吴宣仪每次都能占据很大的篇幅，这不是很明显的事情嘛,3,Mr-A,http://thirdqq.qlogo.cn/g?b=oidb&k=BUNbGJHc13S9s2CZ4YraeQ&s=40,80
一次淘汰赛时，王菊肯定排前11等着看,1,不忘初心方得始终,http://thirdwx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTJ2ek9wMgpXCI1bRtUvNYvnt2MkJbeZnsKOf3vufbHztLQXHwptQZb4TVUiakxo7ia2ib8GHF5KDoibfA/132,60
兔子好可爱,4,magnolia,http://thirdqq.qlogo.cn/g?b=oidb&k=icy2uB7GHl14j0PxpNDC6AQ&s=40,74
喜欢许靖韵的赶紧投票阿！111翻唱真的超级好听,0,小卷Bonnie,http://thirdqq.qlogo.cn/g?b=oidb&k=kyUISQKISI3wb4nLYdKM2Q&s=40,86
样超越莫名奇妙从第四第五到第二了,0,z,,72
天南地北，美岐最美！,6,★冷淡一切,,78
向俞星！！！！,3,Lethe,,73
村花愛你!,7,danny wu,http://thirdqq.qlogo.cn/g?b=oidb&k=niaQqPFuWEaKY8vrxfsdfiag&s=40,70
"sunnee,sunnee",24,┴┴~(≧▽≦)/~┴┴,http://thirdqq.qlogo.cn/g?b=oidb&k=wqfFobfThd9NADFsNEnjyA&s=40,68
超越我的女鹅冲啊！！！,5,脆脆鲨,,74
这投票系统没毛线用处！谁镜头多谁人气就高！,1,天,,74
新闻都是王菊，这是花了多少钱，贼烦他,4,鱼香肉丝,http://thirdqq.qlogo.cn/g?b=oidb&k=Dibx7umsyLZJiakCMGaZxAng&s=40,76
刘人与适合单独出道,1,莫失莫忘,http://thirdqq.qlogo.cn/g?b=oidb&k=uB3wgPibBEibejay6FpcKp6A&s=40,80
你听这么多歌，为什么还跑调，不会唱歌到只能唱rap,3,杨润坤,,87
弱弱的问一句，喜欢我菊姐的到底看上哪了😂,0,狼   ོ,http://thirdwx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTIxPXTEwR3Kqtl8dp43B8dicyqZW1H0Sc2NC9ZibLTss9vCvz2QHibPiaRsicM5ukg6S0Q9xicgjhERNfbw/132,64
发 我们美岐就是比ycy漂亮1000000倍,0,曹一二,,70
不是很突出 有一点实力的都被刷走了,0,Hana,,72
在微博上看到赖美云的片段来的,0,bb,,70
村民可能迟到，但从不缺席,0,Mr simple ,,72
烦小米，从吐丝联盟上就开始恶应，能嘚瑟,0,嘎嘣脆,http://thirdqq.qlogo.cn/g?b=oidb&k=yW5aHy8EFQKcQZuILvFMiaQ&s=40,77
村花 ，， 村民来看你了 ,1,L丶,,70
杨超越怎么还不淘汰啊（微笑）,1,_か,http://thirdqq.qlogo.cn/g?b=oidb&k=85lmKZd05uHShzR8zRS8EA&s=40,80
腾讯真的是该剪掉的不剪。花絮永远比正片好看,0,傻逼吗,http://thirdqq.qlogo.cn/g?b=oidb&k=pl1Drtw5sES3SQvNaTAYPg&s=40,73
加油哦意涵,4,Zt.,http://thirdwx.qlogo.cn/mmopen/vi_32/k6ksSyVRbiciasfcKqe8YcT7CKcvEfQC4noGcyaQfuj6XTOTrnro6Ob7m3o5jvzxMBwzaS3QWicPwA2MuhCXDtH1A/132,70
舞蹈第一的大魔王李子璇请给她加油，舞蹈担当非她莫属,0,燕子～🌸,,82
支持小雨，努力的女孩子,0,呆喵~,http://thirdqq.qlogo.cn/g?b=oidb&k=cHicHMPbVdiapuqyxibtIc3GA&s=40,82
发现没？子韬老师，总是喜欢撩紫宁,0,Angeline,,78
这到底为了捧谁啊！这么大营销手段！,0,'Cccc橙子。,,73
我去我竟然第一,72,半兽人,http://thirdwx.qlogo.cn/mmopen/vi_32/WNSdHbjWnO87wLKsHB7AxbfsZwcAHpZp1gMbVM9iaNvicgYunRpfbVI5ib0Ff12wrz1lYtYl8KcbyZ6aB4GlXpJDA/132,91
美岐,98,Miyakoミ,http://thirdwx.qlogo.cn/mmopen/vi_32/36cFU7FvJwPtccL7vXxraPsLYxfoLHhWIKplzuSicnLMprMUzqHc7haiaOAeCevqxeNr62bIowTDtatC3NiaQ6iaWA/132,99
又可以看到新鲜的大哥了,130,自由,http://thirdqq.qlogo.cn/g?b=oidb&k=JJpzyzacLibW2Fv1Fs5bHSQ&s=40,108
前排,22,闹巷.,,95
我来啦,17,丝瓜,,105
爱就一个字 yamy有芝士,88,你的仙女,http://thirdqq.qlogo.cn/g?b=oidb&k=mWd1ib9JIsibM0ibxvnntxp1A&s=40,102
大哥,29,tintin,,91
第一,25,曾給過我的溫柔ヾ,http://thirdqq.qlogo.cn/g?b=oidb&k=G0Sc2iciaiaL0fFYibiaAwq7uzQ&s=40,96
小眼才勾魂 yamy最迷人,154,你的仙女,,101
hh,2,🍃婧候玺迅🍂,http://thirdqq.qlogo.cn/g?b=oidb&k=hNicibpxweQPvBZEkYicnxDUA&s=40,110
阿支~,20,Never and Ever,,91
yamy酱yamg酱 抨击我的小心脏,132,你的仙女,http://thirdqq.qlogo.cn/g?b=oidb&k=mWd1ib9JIsibM0ibxvnntxp1A&s=40,115
来了来了,53,Lee,,94
啊啊啊啊啊啊啊,47,死掉。,,96
期待期待。。。。。。。。山支大哥。,139,EDWIN,,93
黄pd……好别扭,248,公子世无双,,118
大哥～,50,孟美岐请C位出道💕,http://thirdqq.qlogo.cn/g?b=oidb&k=AY4FpNXoey3E3PB5qb5cTw&s=40,95
nee nee～,180,阿瑩😏,,111
我爱李子璇,83,今天的我,,100
啊啊啊啊啊，韬韬,70,你的将来的将来,http://thirdqq.qlogo.cn/g?b=oidb&k=wHEqa3ia8uZf3sVr5OS6pMg&s=40,108
高颖浠很会跳舞 真的很好,136,阿文,,97
心机表  哑谜 ,98,^_^婷婷💕,http://thirdwx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTIicnxkVOtXAMcfpiaVibgQQbNLx6PQWiakxL5yYLc1SwbLu91vvV7kWLGq13Ovy9q25F21D78z13NpaA/132,97
杨超越杨超越杨超越杨超越杨超越,163,艾笑视频,,106
尧珂尧珂,28,ohyeah_ty,,105
吴宣仪我爱你,61,最初的梦想不成改变,,92
爱就一个字，yamy有芝士！,165,神烦出家人,http://thirdwx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTLaYGcq2jR8yaBjBT7FoCntVpKibLib06YmvYciacGRz2tN1ce49QgZefQ7xornAnoxuDjHyTQNicgRPA/132,103
段总，段总,16, 黑色的天空,http://thirdqq.qlogo.cn/g?b=oidb&k=SaswqgVKZK4B8jZn0Dae4Q&s=40,115
鬼王 请坐上你的王座,140,噜啦啦噜啦啦噜啦噜啦叻〤,,104
奕佳啊~看奕佳,73,枫慕溪。,,99
哈哈哈哈yamy,91,汪,,95
哈哈哈哈哈哈哈哈哈哈哈哈哈哈好应景,20,♚,,111
蒋太阳报个到,63,兰杰馨,,96
黄子韬声音还挺好听的，居然没口音,104,say  。,http://thirdqq.qlogo.cn/g?b=oidb&k=1YL0j5EyhnmLWibsbKNKDwQ&s=40,111
DJ韬上线了，想你,150,笛卡尔的情书,,113
蒋太阳🌞,21,兰杰馨,,109
韬韬,32,桃韬,http://thirdqq.qlogo.cn/g?b=oidb&k=WYeJbA47ia2u8wQcVKo5CbA&s=40,99
装继续装,47,走心小卖家,http://thirdqq.qlogo.cn/g?b=oidb&k=mBwfhVF3o82ZvCmiaIhria1A&s=40,101
吴宣仪,106,오선의,,100
啊啊啊啊 yamy郭老师好可爱,127,埋,http://thirdqq.qlogo.cn/g?b=oidb&k=u0QmtW9nOwf83avZB4icOVA&s=40,90
段总段总我爱你,26,阿皎,,91
花花村民报到,90,醉卧沙场君莫笑！张雷,,99
鬼王。。。,80,临风听暮蝉,,91
yamy啊,55,赵舒婷,http://thirdwx.qlogo.cn/mmopen/vi_32/lE1u95C1WYDmhIJYLEudvv6m1ibwNngpovDZAOIb9KrQJfMNlvKFe0OVZGTaGWH2lkMGXHU7UibupnYl6bjicbhOw/132,117
宣仪爱你！！,110,不灭,,92
可怜的美岐 分的这是啥宿舍啊 ,122,屋檐,http://thirdqq.qlogo.cn/g?b=oidb&k=MELwAl8qL7SuKrwrdRZZBA&s=40,107
郭老师爱你啊啊啊 ,24,神烦出家人,http://thirdwx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTLaYGcq2jR8yaBjBT7FoCntVpKibLib06YmvYciacGRz2tN1ce49QgZefQ7xornAnoxuDjHyTQNicgRPA/132,110
段总我来了,59,'Der.沐红,http://thirdqq.qlogo.cn/g?b=oidb&k=Pu26UtY0Caqy27YXsAqRbQ&s=40,111
等了一周，终于更新了，看完去看快本，百分之九综艺首秀,80,【冷眸】、、、,http://thirdqq.qlogo.cn/g?b=oidb&k=p8B9c4ntOaAQmEIcU4CbXw&s=40,110
相片框里面是美岐宇少的照片,49,宇,,101
为孟美岐疯狂打call,29,TomoHaru,http://thirdqq.qlogo.cn/g?b=oidb&k=MajsTphreicVFibny1QsQENA&s=40,90
尧珂,17,ChrisKan,http://thirdqq.qlogo.cn/g?b=oidb&k=rdmHccBSdMJM5k6pTTcPmA&s=40,114
超越  我们一直爱你,50,小胖子,http://thirdwx.qlogo.cn/mmopen/vi_32/SzQFvu3W85PcTAGmiblBpXXhxGtlNjyQkd965xwG4ec1alTiahzrDJBEWBJHbf9K5Qk9ibtRukDRI3gO8K0P0PuPg/132,117
小草，好久不见,58,皮蛋瘦肉洲,,119
黄子韬声音好性感啊,111,行者阿堃,http://thirdqq.qlogo.cn/g?b=oidb&k=WTEethjJZQdw7JLMq2eClg&s=40,119
yamy yamy yamy,160,埋,http://thirdqq.qlogo.cn/g?b=oidb&k=u0QmtW9nOwf83avZB4icOVA&s=40,94
  鬼王！！,29,彭颖,http://thirdwx.qlogo.cn/mmopen/vi_32/DYAIOgq83eqjNgmIsOFmTU9vVZg9BTkic3Tqz68Z1Hnk6ibbn6jJJwxYhyGIQU4KImTYricKYVrXwWTuMnJhk2DGA/132,101
最好的赖美云,61,花栗鼠小七,,90
看着不乱嘛,22,嘿，逗比！,http://thirdqq.qlogo.cn/g?b=oidb&k=J2zJFticiaDlc3rdQgMWcUiaw&s=40,100
鬼王来了！！！,73,傅二摩斯,,97
我朵儿竟然在宿舍- -,71,〆ice leaf,,115
宣仪加油！,65,　,http://thirdqq.qlogo.cn/g?b=oidb&k=pUevVWEwrjNk3WIIWzaUZQ&s=40,101
支持我家村花妹妹。。超越加油,37,蚂蚁的野心,http://thirdqq.qlogo.cn/g?b=oidb&k=N826geYaS6sTQs4DMYMLuA&s=40,117
黄子韬好帅啊！,79,桃语兮,,99
紫宁紫宁紫宁,68,-眸光,http://thirdqq.qlogo.cn/g?b=oidb&k=D0OwKqftaW2gfR8HXlyypw&s=40,106
地狱空荡荡，鬼王在土创,83,00000,,94
桃花潭水深千尺 不如投票给豆子,25,胖胖小面包 👏,,119
赖美云赖美云,3,柚子,http://thirdwx.qlogo.cn/mmopen/vi_32/DYAIOgq83eqXic6UxyujnxyarosFNAmXZGmwPmRY4qIEl9ZVWQYujoKxGoly231OR1LkDDGlic50qxMDVFhbFK5Q/132,115
小雨加油加油加油，,13,何去何从,,100
海南小公主我爱你(ღ♡‿♡ღ),16,金木犀,,115
七七七！！！,59,好像一条 耶,http://thirdwx.qlogo.cn/mmopen/vi_32/SXpXic6VibeKGPKm5m3ibVjZIfBra6cmUadCGmpv54riaE1ydDyTpy2iaxYpCiaJQvicfkibcy2kic3ib0ZvMzlqUUdB8YPg/132,105
黄子韬黄子韬，终于出来了,119,素De绿色天堂,,118
杨超越啊啊啊 a,110,BOB,,93
鬼王为什么镜头这么多？,63,幽蓝☆月光,http://thirdqq.qlogo.cn/g?b=oidb&k=3X8ryLqQgtlia611miaIHqgw&s=40,109
傅菁麻麻爱你,52,背影,,100
鬼王呕,40,坏心情退散师,,96
啊啊啊啊啊啊小七赖美云 你怎么这么可爱,30,Auf wind 🌬,http://thirdqq.qlogo.cn/g?b=oidb&k=5Sia1zPkhWM11cqMmuFEaoQ&s=40,109
喜欢黄子韬的声音,73,15―以后,,114
